IdEstudiante,Nombre,Apellido1,Apellido2,FechaNacimiento,Edad,Programa,SiglasPrograma,Email,FechaMatriculacion
226,Curro,Rosselló,Paredes,1975-04-07,50,Data Analytics Executive Program,DAEX,crossello@daex.isdi.education,2025-04-08
227,Fabiola,Segura,Coronado,1980-06-11,45,Data Analytics Executive Program,DAEX,fsegura@daex.isdi.education,2025-01-23
228,Trinidad,Echeverría,Vélez,1986-12-23,38,Data Analytics Executive Program,DAEX,techeverria@daex.isdi.education,2025-01-01
229,Florina,León,Tomás,1985-02-06,40,Data Analytics Executive Program,DAEX,fleon@daex.isdi.education,2025-04-11
230,Adela,Ruano,Ledesma,1977-03-20,48,Data Analytics Executive Program,DAEX,aruano@daex.isdi.education,2025-08-09
231,Mohamed,Higueras,Bolaños,1984-07-21,41,Data Analytics Executive Program,DAEX,mhigueras@daex.isdi.education,2025-06-19
232,León,Sanmartín,Hervás,1980-02-16,45,Data Analytics Executive Program,DAEX,lsanmartin@daex.isdi.education,2025-06-10
233,Maricela,Sobrino,Pinilla,1981-02-13,44,Data Analytics Executive Program,DAEX,msobrino@daex.isdi.education,2025-03-05
234,Nicodemo,Andrade,Urrutia,1984-06-11,41,Data Analytics Executive Program,DAEX,nandrade@daex.isdi.education,2025-09-17
235,Renata,Morcillo,Espada,1969-02-03,56,Data Analytics Executive Program,DAEX,rmorcillo@daex.isdi.education,2025-07-29
236,Amarilis,Garay,Pacheco,1977-06-01,48,Data Analytics Executive Program,DAEX,agaray@daex.isdi.education,2025-07-26
237,Nayara,Jordán,Niño,1991-05-30,34,Data Analytics Executive Program,DAEX,njordan@daex.isdi.education,2025-06-01
238,Lino,Llorente,Agustín,1980-03-11,45,Data Analytics Executive Program,DAEX,lllorente@daex.isdi.education,2025-03-07
239,Asunción,Feijoo,Boada,1984-05-07,41,Data Analytics Executive Program,DAEX,afeijoo@daex.isdi.education,2025-08-04
240,Jose Antonio,Ramos,Torres,1976-09-08,49,Data Analytics Executive Program,DAEX,jramos@daex.isdi.education,2025-07-14
241,Catalina,Hernandez,Tamayo,1985-09-29,40,Data Analytics Executive Program,DAEX,chernandez@daex.isdi.education,2025-03-31
242,Flavia,Tudela,Samper,1981-12-08,43,Data Analytics Executive Program,DAEX,ftudela@daex.isdi.education,2025-06-04
243,Mónica,Alemany,Buendía,1978-03-27,47,Data Analytics Executive Program,DAEX,malemany@daex.isdi.education,2025-01-01
244,Macario,Giralt,Quiroga,1976-02-09,49,Data Analytics Executive Program,DAEX,mgiralt@daex.isdi.education,2025-05-27
245,Jesusa,Hervia,Medina,1987-05-02,38,Data Analytics Executive Program,DAEX,jhervia@daex.isdi.education,2025-08-09
246,Gracia,Peinado,Sáenz,1983-02-03,42,Data Analytics Executive Program,DAEX,gpeinado@daex.isdi.education,2025-06-14
247,Carolina,Núñez,Roig,1983-09-15,42,Data Analytics Executive Program,DAEX,cnunez@daex.isdi.education,2025-08-15
248,Marcia,Muro,Ortiz,1984-08-26,41,Data Analytics Executive Program,DAEX,mmuro@daex.isdi.education,2025-04-20
249,Julia,Santiago,Lillo,1971-06-15,54,Data Analytics Executive Program,DAEX,jsantiago@daex.isdi.education,2025-08-31
250,Mariano,Iglesias,Gual,1978-06-14,47,Data Analytics Executive Program,DAEX,miglesias@daex.isdi.education,2025-02-13
251,Dionisio,Fernández,Moles,1987-10-09,38,Data Analytics Executive Program,DAEX,dfernandez@daex.isdi.education,2025-09-21
252,Dimas,Esteve,Feliu,1976-04-29,49,Data Analytics Executive Program,DAEX,desteve@daex.isdi.education,2025-06-21
253,Inocencio,Tomé,Lloret,1968-11-27,57,Data Analytics Executive Program,DAEX,itome@daex.isdi.education,2025-05-01
254,Lourdes,Zamorano,Luna,1975-09-17,50,Data Analytics Executive Program,DAEX,lzamorano@daex.isdi.education,2025-06-08
255,Cornelio,Ferrera,Marti,1989-02-09,36,Data Analytics Executive Program,DAEX,cferrera@daex.isdi.education,2025-04-12
256,Javi,Paniagua,Escobar,1983-04-24,42,Data Analytics Executive Program,DAEX,jpaniagua@daex.isdi.education,2025-01-13
257,Marciano,Alcalá,Castañeda,1973-07-17,52,Data Analytics Executive Program,DAEX,malcala@daex.isdi.education,2025-05-06
258,Leocadio,Arroyo,Ballester,1984-12-30,40,Data Analytics Executive Program,DAEX,larroyo@daex.isdi.education,2025-02-07
259,Carolina,Manzano,Cases,1978-08-23,47,Data Analytics Executive Program,DAEX,cmanzano@daex.isdi.education,2025-08-01
260,Felicia,Tudela,Calderon,1977-01-24,48,Data Analytics Executive Program,DAEX,ftudela1@daex.isdi.education,2025-04-10
261,Salud,Alberola,Luís,1986-07-06,39,Data Analytics Executive Program,DAEX,salberola@daex.isdi.education,2025-07-16
262,Adora,Tejero,Saez,1981-06-18,44,Data Analytics Executive Program,DAEX,atejero@daex.isdi.education,2025-07-24
263,Noé,Espinosa,Aznar,1990-10-10,35,Data Analytics Executive Program,DAEX,nespinosa@daex.isdi.education,2025-03-17
264,José Antonio,Tejedor,Carbonell,1986-12-28,38,Data Analytics Executive Program,DAEX,jtejedor@daex.isdi.education,2025-01-03
265,Paca,Bas,Pérez,1981-12-24,43,Data Analytics Executive Program,DAEX,pbas@daex.isdi.education,2025-08-06
266,Amparo,Benavent,Baeza,1987-08-10,38,Data Analytics Executive Program,DAEX,abenavent@daex.isdi.education,2025-04-01
267,Evaristo,Company,Mateu,1972-06-11,53,Data Analytics Executive Program,DAEX,ecompany@daex.isdi.education,2025-09-23
268,Che,Hurtado,Carrasco,1988-12-14,36,Data Analytics Executive Program,DAEX,churtado@daex.isdi.education,2025-01-26
269,Celestina,Rico,Gonzalez,1983-08-23,42,Data Analytics Executive Program,DAEX,crico@daex.isdi.education,2025-05-08
270,Maura,Yáñez,Pintor,1979-11-23,46,Data Analytics Executive Program,DAEX,myanez@daex.isdi.education,2025-08-22
271,Virgilio,Salas,Martinez,1972-09-15,53,Marketing Analytics Executive Program,MAEX,vsalas@maex.isdi.education,2025-08-26
272,Rosalina,Romeu,Mayoral,1989-04-08,36,Marketing Analytics Executive Program,MAEX,rromeu@maex.isdi.education,2025-09-29
273,Cloe,Barrena,Cabezas,1974-10-31,51,Marketing Analytics Executive Program,MAEX,cbarrena@maex.isdi.education,2025-06-12
274,María Carmen,Galiano,Galván,1981-01-02,44,Marketing Analytics Executive Program,MAEX,mgaliano@maex.isdi.education,2025-09-16
275,Juan Luis,Bertrán,Crespo,1986-06-08,39,Marketing Analytics Executive Program,MAEX,jbertran@maex.isdi.education,2025-08-17
276,Jose,Durán,Benavides,1978-02-15,47,Marketing Analytics Executive Program,MAEX,jduran@maex.isdi.education,2025-09-01
277,Faustino,Acedo,Real,1979-12-24,45,Marketing Analytics Executive Program,MAEX,facedo@maex.isdi.education,2025-05-13
278,Virgilio,Soriano,Manuel,1984-02-01,41,Marketing Analytics Executive Program,MAEX,vsoriano@maex.isdi.education,2025-05-22
279,Anacleto,Guardiola,Maldonado,1980-10-14,45,Marketing Analytics Executive Program,MAEX,aguardiola@maex.isdi.education,2025-09-06
280,Lara,Luna,Santiago,1983-06-09,42,Marketing Analytics Executive Program,MAEX,lluna@maex.isdi.education,2025-05-03
281,Calisto,Guillen,Lamas,1980-03-15,45,Marketing Analytics Executive Program,MAEX,cguillen@maex.isdi.education,2025-08-14
282,Mirta,Figuerola,Rodríguez,1976-11-28,49,Marketing Analytics Executive Program,MAEX,mfiguerola@maex.isdi.education,2025-05-27
283,Darío,Gomila,Company,1972-01-21,53,Marketing Analytics Executive Program,MAEX,dgomila@maex.isdi.education,2025-05-20
284,Violeta,Larrañaga,Cisneros,1987-09-18,38,Marketing Analytics Executive Program,MAEX,vlarranaga@maex.isdi.education,2025-06-13
285,Calixto,Barreda,Daza,1969-06-22,56,Marketing Analytics Executive Program,MAEX,cbarreda@maex.isdi.education,2025-02-11
286,Mónica,Meléndez,Malo,1990-08-17,35,Marketing Analytics Executive Program,MAEX,mmelendez@maex.isdi.education,2025-03-19
287,Valentín,Casanova,Solís,1981-08-07,44,Marketing Analytics Executive Program,MAEX,vcasanova@maex.isdi.education,2025-07-16
288,Jennifer,Mateu,Quevedo,1978-03-07,47,Marketing Analytics Executive Program,MAEX,jmateu@maex.isdi.education,2025-03-20
289,Lalo,Vall,Uribe,1979-03-13,46,Marketing Analytics Executive Program,MAEX,lvall@maex.isdi.education,2025-02-02
290,Urbano,Bernat,Ariño,1984-06-12,41,Marketing Analytics Executive Program,MAEX,ubernat@maex.isdi.education,2025-07-28
291,Tamara,Rosales,Mora,1982-01-18,43,Marketing Analytics Executive Program,MAEX,trosales@maex.isdi.education,2025-08-27
292,Elisabet,Ibáñez,Amigó,1983-09-25,42,Marketing Analytics Executive Program,MAEX,eibanez@maex.isdi.education,2025-02-01
293,Ciriaco,Granados,Almansa,1983-12-21,41,Marketing Analytics Executive Program,MAEX,cgranados@maex.isdi.education,2025-08-04
294,María Del Carmen,Leon,Arjona,1976-04-26,49,Marketing Analytics Executive Program,MAEX,mleon@maex.isdi.education,2025-01-11
295,María Carmen,Díez,Sosa,1979-04-15,46,Marketing Analytics Executive Program,MAEX,mdiez@maex.isdi.education,2025-07-14
296,Aurelia,Salamanca,Lobo,1984-12-02,41,Marketing Analytics Executive Program,MAEX,asalamanca@maex.isdi.education,2025-01-04
297,Gerardo,Ruano,Téllez,1975-12-29,49,Marketing Analytics Executive Program,MAEX,gruano@maex.isdi.education,2025-06-02
298,Ciriaco,Soriano,Oliveras,1979-04-20,46,Marketing Analytics Executive Program,MAEX,csoriano@maex.isdi.education,2025-08-03
299,Sebastian,Mínguez,Montesinos,1976-09-23,49,Marketing Analytics Executive Program,MAEX,sminguez@maex.isdi.education,2025-04-23
300,Herminia,Calvo,Cuevas,1977-08-31,48,Marketing Analytics Executive Program,MAEX,hcalvo@maex.isdi.education,2025-04-23
301,Narciso,Requena,Valbuena,1985-05-19,40,Marketing Analytics Executive Program,MAEX,nrequena@maex.isdi.education,2025-08-12
302,Luis,Pérez,Arco,1984-03-14,41,Marketing Analytics Executive Program,MAEX,lperez@maex.isdi.education,2025-01-15
303,Wálter,Borja,Miranda,1976-11-17,49,Marketing Analytics Executive Program,MAEX,wborja@maex.isdi.education,2025-06-22
304,José Antonio,Morales,Carmona,1978-01-09,47,Marketing Analytics Executive Program,MAEX,jmorales@maex.isdi.education,2025-07-27
305,María Teresa,Quintero,Vilar,1980-10-14,45,Marketing Analytics Executive Program,MAEX,mquintero@maex.isdi.education,2025-08-28
306,Paloma,Abella,Sevilla,1979-12-23,45,Marketing Analytics Executive Program,MAEX,pabella@maex.isdi.education,2025-10-01
307,Severiano,Ballester,Expósito,1973-06-16,52,Marketing Analytics Executive Program,MAEX,sballester@maex.isdi.education,2025-07-21
308,Aura,Pardo,Valentín,1984-07-10,41,Marketing Analytics Executive Program,MAEX,apardo@maex.isdi.education,2025-01-14
309,Eufemia,Salamanca,Aznar,1977-07-20,48,Marketing Analytics Executive Program,MAEX,esalamanca@maex.isdi.education,2025-08-08
310,Herminio,Lasa,Castro,1981-09-28,44,Marketing Analytics Executive Program,MAEX,hlasa@maex.isdi.education,2025-08-25
311,Áurea,Maestre,Ríos,1981-11-22,44,Marketing Analytics Executive Program,MAEX,amaestre@maex.isdi.education,2025-01-26
312,Silvia,Tormo,Carrión,1974-10-08,51,Marketing Analytics Executive Program,MAEX,stormo@maex.isdi.education,2025-07-14
313,Ambrosio,Heras,Cuadrado,1976-05-12,49,Marketing Analytics Executive Program,MAEX,aheras@maex.isdi.education,2025-04-19
314,María,Alcalá,Raya,1976-08-09,49,Marketing Analytics Executive Program,MAEX,malcala@maex.isdi.education,2025-06-17
315,Ciro,Gomila,Carballo,1973-09-27,52,Marketing Analytics Executive Program,MAEX,cgomila@maex.isdi.education,2025-07-14
